id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
791253676392258701,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52415,-73.60509,Shared room,70,1,1,2023-03-13,0.17,29,296,1,"306141, expires: 2023-10-31"
791256667693313857,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52421257223436,-73.60308594292475,Shared room,70,1,1,2023-05-01,0.24,29,295,1,"306141, expires: 2023-10-31"
791271315258168850,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52244314440933,-73.60294018926864,Shared room,70,1,1,2022-12-31,0.12,29,365,1,"306141, expires: 2023-10-31"
791273048046190595,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.524089785256976,-73.60344922270716,Shared room,70,1,1,2023-04-15,0.21,29,337,1,"306141, expires: 2023-10-31"
791275855487816616,Rental unit in Montréal · ★4.57 · 2 bedrooms · 3 beds · 2 baths,463048061,Bakan,,Le Sud-Ouest,45.49240899862083,-73.55848761490289,Entire home/apt,263,31,21,2023-05-01,2.58,8,152,21,"311575, expires: 2024-01-15"
791277058758674402,Hostel in Montréal · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52396796406389,-73.60299039709358,Shared room,70,1,6,2023-08-20,1.31,29,361,6,"306141, expires: 2023-10-31"
791277169012366227,Hostel in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52306281337764,-73.60295577159731,Shared room,70,1,3,2023-08-21,0.71,29,363,3,"306141, expires: 2023-10-31"
791291947965123268,Hostel in Montréal · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52365,-73.60511,Shared room,62,31,5,2023-05-13,0.88,29,260,5,"306141, expires: 2024-10-31"
791291996026561383,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52397,-73.60311,Shared room,62,1,2,2023-06-05,0.45,29,226,2,"306141, expires: 2023-10-31"
791293354295954698,Hostel in Montréal · ★3.33 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52364,-73.6052,Shared room,62,1,3,2023-06-09,0.37,29,310,3,"306141, expires: 2023-10-31"
791293386409050518,Hostel in Montréal · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52449954852583,-73.60360080944565,Shared room,62,1,6,2023-07-02,1.02,29,303,6,"306141, expires: 2023-10-31"
791299476465675449,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52425,-73.60312,Shared room,62,1,0,,,29,263,0,"306141, expires: 2023-10-31"
791299569690640167,Hostel in Montréal · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52426876694074,-73.60362782412167,Shared room,62,1,6,2023-07-21,1.07,29,304,6,"306141, expires: 2023-10-31"
791299577861253440,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.5225375260859,-73.60300140288588,Shared room,62,1,2,2023-06-08,0.54,29,299,2,"306141, expires: 2023-10-31"
791301000163513312,Hostel in Montréal · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52445732724553,-73.60456934482274,Shared room,62,1,15,2023-08-07,1.83,29,313,15,"306141, expires: 2023-10-31"
791307257895023317,Hostel in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.524447503718804,-73.60346273246405,Shared room,62,1,3,2023-05-09,0.53,29,282,3,"306141, expires: 2023-10-31"
791307374281801071,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52377398347709,-73.60303977327818,Shared room,62,1,2,2023-05-22,0.34,29,350,2,"306141, expires: 2023-10-31"
791308743779117105,Hostel in Montréal · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52387,-73.60308,Shared room,62,1,4,2023-07-19,1.06,29,345,4,"306141, expires: 2023-10-31"
791308758120298813,Hostel in Montréal · ★3.60 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52256206627556,-73.60307718692466,Shared room,62,1,5,2023-05-14,0.94,29,354,5,"306141, expires: 2023-10-31"
791309761701657483,Hostel in Montréal · ★3.25 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52412897875962,-73.60355625725725,Shared room,62,1,4,2023-05-22,0.89,29,336,4,"306141, expires: 2023-10-31"
791309783429445944,Hostel in Montréal · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.5236,-73.6051,Shared room,62,1,15,2023-08-14,2.56,29,328,15,"306141, expires: 2023-10-31"
791316450587091709,Hostel in Montréal · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52426358580374,-73.60384035183179,Shared room,62,1,6,2023-07-19,1.33,29,351,6,"306141, expires: 2023-10-31"
791316457317030794,Hostel in Montréal · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.52419,-73.60436,Shared room,62,1,2,2023-03-26,0.37,29,342,2,"306141, expires: 2023-10-31"
791320264990081247,Hostel in Montréal · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,491677515,Berish,,Le Plateau-Mont-Royal,45.524126134558685,-73.60476048103025,Shared room,62,1,5,2023-07-14,0.91,29,345,5,"306141, expires: 2023-10-31"
791324605063005708,Rental unit in Montréal · ★4.61 · 3 bedrooms · 3 beds · 1 bath,190011234,Jordan,,Ville-Marie,45.49800844948875,-73.57342014763813,Entire home/apt,636,1,28,2023-08-14,4.80,7,197,28,"312735, expires: 2024-04-13"
791420702749616596,Rental unit in Montréal · ★4.26 · 3 bedrooms · 3 beds · 1 bath,460857316,Alexis,,Le Plateau-Mont-Royal,45.5169270487716,-73.57598543516569,Entire home/apt,253,1,31,2023-08-03,3.84,23,104,31,"188500, expires: 2024-07-30"
791515741112791015,Rental unit in Montréal · ★4.73 · 2 bedrooms · 6 beds · 1 bath,442112073,Anthony,,Le Plateau-Mont-Royal,45.52333351094856,-73.58116775822063,Entire home/apt,449,31,80,2023-08-30,9.80,15,135,80,"301029, expires: 2024-09-21"
791653413673395265,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,228435849,Gerson,,Rosemont-La Petite-Patrie,45.57109515394642,-73.57441116931152,Entire home/apt,90,31,2,2023-07-31,0.61,4,304,2,
791932419774088872,Rental unit in Montréal · ★4.33 · Studio · 2 beds · 1 bath,492621491,Ivonne,,Ville-Marie,45.515505729977335,-73.56163128662028,Entire home/apt,58,31,18,2023-05-31,2.24,22,59,18,
791960786698354253,Rental unit in Montréal · ★4.65 · 2 bedrooms · 6 beds · 1 bath,442112073,Anthony,,Le Plateau-Mont-Royal,45.52155768076589,-73.58104664629079,Entire home/apt,281,1,68,2023-08-23,8.26,15,127,68,"301029, expires: 2024-02-07"
791961252752551661,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,219279144,Gloria,,Le Plateau-Mont-Royal,45.529782763638885,-73.57914867404003,Entire home/apt,110,4,0,,,2,0,0,"311761, expires: 2024-01-15"
792000795839251334,Home in Montréal · ★4.88 · 4 bedrooms · 11 beds · 2 baths,442112073,Anthony,,Le Plateau-Mont-Royal,45.52205866731758,-73.58088551353028,Entire home/apt,767,31,17,2023-08-15,2.27,15,120,17,"301029, expires: 2024-02-07"
792695987805534535,Rental unit in Montréal · 3 bedrooms · 2 beds · 1 bath,26995235,Pauline,,Le Plateau-Mont-Royal,45.5288241,-73.5896882,Entire home/apt,260,31,0,,,1,70,0,517796
792717373945920807,Home in Montréal · 4 bedrooms · 5 beds · 2 baths,434955825,Gabrielle,,Lachine,45.44896658610227,-73.65079935588456,Entire home/apt,150,31,0,,,68,60,0,
792745680253233673,Rental unit in Montréal · ★3.75 · Studio · 2 beds · 1 bath,492621491,Ivonne,,Le Plateau-Mont-Royal,45.508890525334195,-73.57710192708663,Entire home/apt,40,31,8,2023-03-22,1.06,22,58,8,
792879941985775963,Rental unit in Montreal · ★3.17 · Studio · 2 beds · 1 bath,492621491,Ivonne,,Le Plateau-Mont-Royal,45.50937955318878,-73.57502881176822,Entire home/apt,47,31,6,2023-06-30,0.77,22,62,6,
792961652878727275,Rental unit in Montréal · ★3.70 · Studio · 1 bed · 1 bath,492621491,Ivonne,,Ville-Marie,45.49298972313425,-73.57802843942969,Entire home/apt,49,31,10,2023-05-12,1.29,22,60,10,
793003795900649586,Rental unit in Montréal · 4 bedrooms · 4 beds · 1 shared bath,49020659,Roger,,Ville-Marie,45.530933768066795,-73.54550399391938,Private room,99,31,0,,,2,147,0,
793030374228857003,Rental unit in Montréal · ★4.33 · 1 bedroom · 1 bed · 1 bath,492621491,Ivonne,,Ville-Marie,45.516584996590055,-73.56413336089126,Entire home/apt,55,31,15,2023-04-28,1.85,22,54,15,
793037594115767394,Rental unit in Montréal · ★4.40 · Studio · 2 beds · 1 bath,492621491,Ivonne,,Ville-Marie,45.48971111235882,-73.57864312030557,Entire home/apt,40,31,5,2023-05-10,0.62,22,29,5,
793390420690511684,Rental unit in Montréal · ★4.63 · 1 bedroom · 2 beds · 1 bath,492015845,Alina,,Le Plateau-Mont-Royal,45.50624709502478,-73.57484444274343,Entire home/apt,163,3,32,2023-08-23,4.23,1,0,32,"480967, expires: 2024-05-01"
793421795378842748,Rental unit in Montréal · ★5.0 · 2 bedrooms · 7 beds · 1 bath,33242683,Catherine Marie-Claude,,Ville-Marie,45.51132719351337,-73.56133252357633,Entire home/apt,854,31,7,2023-09-01,1.07,10,89,7,"294189, expires: 2024-08-01T00:00:00Z"
793451827725078017,Rental unit in Montréal · Studio · 2 beds · 1 bath,492621491,Ivonne,,Le Plateau-Mont-Royal,45.50867444352903,-73.576164286532,Entire home/apt,35,31,1,2023-03-13,0.17,22,19,1,
793493025295965477,Rental unit in Montréal · ★4.56 · Studio · 1 bed · 1 bath,485925829,Ihor,,Le Plateau-Mont-Royal,45.51004,-73.57829,Entire home/apt,123,31,41,2023-08-30,5.64,1,229,41,"480476, expires: 2024-09-01"
793503755520070395,Rental unit in Montréal · ★4.88 · 2 bedrooms · 2 beds · 1 bath,483496496,Peter,,Ville-Marie,45.49982905288276,-73.55641630305101,Entire home/apt,263,2,26,2023-08-15,3.48,20,116,26,"312667, expires: 2024-05-26T00:00:00Z"
793507839426582388,Rental unit in Montréal · 1 bedroom · 2 beds · 1 bath,492621491,Ivonne,,Ville-Marie,45.49392775672913,-73.57998414027237,Entire home/apt,48,31,2,2023-04-17,0.35,22,54,2,
793522186901289835,Rental unit in Montreal · ★3.60 · Studio · 2 beds · 1 bath,492621491,Ivonne,,Le Plateau-Mont-Royal,45.507496874827496,-73.5737059316217,Entire home/apt,40,31,10,2023-03-08,1.28,22,42,10,
793537733962246116,Rental unit in Montreal · ★3.17 · 1 bedroom · 2 beds · 1 bath,492621491,Ivonne,,Le Plateau-Mont-Royal,45.50695230401948,-73.573120074918,Entire home/apt,49,31,6,2023-06-01,0.78,22,60,6,
793771468369417271,Rental unit in Montréal · ★4.64 · 1 bedroom · 1 bed · 1 private bath,17080685,Robert,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50974975804208,-73.62660407377966,Private room,44,31,11,2023-08-01,1.35,1,152,11,
793787156024495928,Condo in Montréal · ★4.77 · 1 bedroom · 1 bed · 1 bath,471111297,Mladen,,Rosemont-La Petite-Patrie,45.53312020000001,-73.6063789,Entire home/apt,82,32,13,2023-08-13,1.68,1,340,13,
794089332093434530,Rental unit in Montreal · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,370666399,Scille,,Ville-Marie,45.52023055590036,-73.56443144513959,Private room,105,31,54,2023-08-12,7.01,1,22,54,370843
794124169672287569,Home in Montréal · ★4.17 · 3 bedrooms · 3 beds · 1.5 baths,283252172,Doris,,Pierrefonds-Roxboro,45.50813723883685,-73.79770125406483,Private room,125,31,6,2023-08-07,0.91,1,179,6,
794185574100872304,Rental unit in Montréal · 4 bedrooms · 3 beds · 2 baths,10608088,Micah,,Villeray-Saint-Michel-Parc-Extension,45.554711287617295,-73.59987074162376,Entire home/apt,104,31,0,,,1,329,0,
794273557674840323,Home in Montréal · ★4.0 · 1 bedroom · 3 beds,469927526,Salah,,Villeray-Saint-Michel-Parc-Extension,45.57571876852417,-73.61187494769791,Shared room,25,31,3,2023-01-18,0.38,7,348,3,0000
794924105037870568,Rental unit in Montréal · ★4.50 · 2 bedrooms · 3 beds · 1.5 baths,492298971,Bakan,,Ville-Marie,45.504152120068085,-73.55718673426678,Entire home/apt,521,31,20,2023-08-30,2.73,8,14,20,"160672, expires: 2023-11-30"
794944743486997818,Rental unit in Montréal · ★4.72 · 4 bedrooms · 4 beds · 3.5 baths,493751496,Bakan,,Ville-Marie,45.50541412164099,-73.55507823495014,Entire home/apt,1253,31,29,2023-08-26,3.67,3,11,29,"296825, expires: 2023-12-31"
794966868477448750,Rental unit in Montréal · ★4.86 · 1 bedroom · 2 beds · 1 bath,463048061,Bakan,,Le Sud-Ouest,45.49243608269157,-73.55849178880521,Entire home/apt,125,31,7,2023-04-23,0.88,8,153,7,"311575, expires: 2024-01-15"
795067626011215640,Home in Beaconsfield · 4 bedrooms · 5 beds · 2 baths,464785477,Emma,,Beaconsfield,45.4199133228355,-73.87769306114811,Entire home/apt,283,4,1,2023-06-19,0.39,1,212,1,"311535, expires: 2023-12-14"
795170313848570556,Condo in Dorval · ★New · 1 bedroom · 1 bed · 1 bath,399651893,Basil,,Dorval,45.4447897654439,-73.72367871694013,Entire home/apt,250,31,0,,,1,269,0,675447
795595818664685274,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,271809442,Moh,,Rosemont-La Petite-Patrie,45.575919541445295,-73.57477197110674,Entire home/apt,63,32,4,2023-06-26,0.55,7,360,4,
795645702102570759,Rental unit in Montreal · 1 bedroom · 1 bed · 1 shared bath,493921049,Djhlee,,Le Sud-Ouest,45.4784809,-73.5902515,Private room,100,32,0,,,1,87,0,
795756623016856559,Rental unit in Montréal · ★4.67 · 1 bedroom · 2 beds · 1 bath,190363973,Maleek,,Ville-Marie,45.51292,-73.55964,Entire home/apt,136,31,89,2023-08-24,11.03,1,91,89,345611
796252746685584691,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,66340481,Daniel,,Ville-Marie,45.51531582379997,-73.56158447247203,Entire home/apt,140,31,1,2023-05-19,0.28,37,76,1,302234
796365238430739569,Rental unit in Montréal · 1 bedroom · 1 bed · 1.5 shared baths,206157337,André,,Mercier-Hochelaga-Maisonneuve,45.57139782790782,-73.54006734953389,Private room,36,31,0,,,13,247,0,
796392959546883496,Rental unit in Montréal · 3 bedrooms · 3 beds · 1 bath,434955825,Gabrielle,,Villeray-Saint-Michel-Parc-Extension,45.5446,-73.6354999,Entire home/apt,131,31,0,,,68,61,0,
796405731341670746,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,7694495,Violette,,Verdun,45.45741120935695,-73.57537220505323,Entire home/apt,48,31,2,2023-08-11,0.56,1,259,2,
796992816145646255,Condo in Montréal · ★4.79 · 3 bedrooms · 4 beds · 1 bath,252195729,Alex,,Le Plateau-Mont-Royal,45.5099429,-73.5728738,Entire home/apt,448,2,47,2023-08-17,5.90,7,124,47,"134223, expires: 2024-05-10"
797063631974830668,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,195649860,Jean-Christoph,,Le Plateau-Mont-Royal,45.5382893,-73.5822343,Entire home/apt,62,31,1,2023-04-04,0.20,82,64,1,
797084898255796374,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,176817782,Le Se7t Penthouses,,Le Sud-Ouest,45.4884807,-73.56788329999999,Entire home/apt,225,31,0,,,9,187,0,297677
797115195631502059,Rental unit in Montréal · ★4.73 · 2 bedrooms · 3 beds · 1 bath,494317540,Lemon,,Ville-Marie,45.499558901426205,-73.57223672178283,Entire home/apt,179,31,11,2023-07-23,1.91,2,0,11,567987
797195460817607786,Rental unit in Montréal · ★4.88 · 2 bedrooms · 2 beds · 1 bath,483496496,Peter,,Ville-Marie,45.50181120371016,-73.55665612391992,Entire home/apt,242,2,26,2023-08-21,3.58,20,101,26,"312667, expires: 2024-05-25T18:52:02Z"
797260897473453502,Rental unit in Montréal · ★4.90 · 2 bedrooms · 2 beds · 1 bath,483496496,Peter,,Ville-Marie,45.50197639117294,-73.558338399004,Entire home/apt,239,2,21,2023-08-19,3.23,20,114,21,"312667, expires: 2024-05-25T18:54:08Z"
797320709296214042,Townhouse in Montréal · 2 bedrooms · 2 beds · 1.5 baths,39451173,Stéphanie,,Ville-Marie,45.53182288699191,-73.55778283168509,Entire home/apt,309,3,2,2023-08-20,0.80,1,7,2,"313440, expires: 2024-05-17T00:00:00Z"
797721390002736849,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,41172542,Danyele,,Ville-Marie,45.5264039,-73.5461646,Entire home/apt,130,31,0,,,2,61,0,
797766857168889636,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,453207575,Simon,,Ville-Marie,45.5255965,-73.5507192,Entire home/apt,168,31,0,,,9,89,0,
797777581904936149,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,427374273,Raphael,,Mercier-Hochelaga-Maisonneuve,45.54486372439024,-73.54771054303046,Entire home/apt,90,31,2,2023-01-29,0.27,1,49,2,594838
798024608556179699,Rental unit in Montréal · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,424922880,Muriel,,Ville-Marie,45.539040081182236,-73.55837624004151,Private room,34,60,3,2023-08-27,0.71,7,3,3,
798491416709754596,Rental unit in Montréal · ★4.50 · 4 bedrooms · 15 beds · 1 bath,366948627,Joe,,Le Sud-Ouest,45.4581025430506,-73.5953364560402,Entire home/apt,226,31,6,2023-08-27,0.91,18,361,6,123456
798733847133068947,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,424922880,Muriel,,Ville-Marie,45.537935417574154,-73.55982037406375,Private room,34,60,1,2023-04-30,0.24,7,3,1,
798750687274148245,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,424922880,Muriel,,Ville-Marie,45.538386206077874,-73.55849761633901,Private room,34,31,1,2023-04-03,0.19,7,51,1,
798892559002068740,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,9818417,Andre,,Ville-Marie,45.49606326003915,-73.5748782034671,Entire home/apt,119,31,1,2023-07-01,0.46,16,87,1,
799128293900580536,Home in Montréal · 4 bedrooms · 4 beds · 1.5 baths,178692857,Mehdi,,Rosemont-La Petite-Patrie,45.55335720908794,-73.55909710146658,Entire home/apt,105,31,1,2023-07-01,0.46,1,38,1,
799283233162942735,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,152594573,Marie Dubiche,,Mercier-Hochelaga-Maisonneuve,45.55856079823505,-73.53342701872849,Entire home/apt,83,32,2,2023-05-30,0.42,5,165,2,
799292793596198832,Home in Montréal · ★4.80 · 2 bedrooms · 3 beds · 1 bath,274170499,Seyed Rasool,,Rosemont-La Petite-Patrie,45.53906,-73.597,Entire home/apt,193,31,71,2023-08-21,9.47,6,55,71,274201
799425514639274879,Rental unit in Montréal · ★4.17 · 1 bedroom · 1 bed · 1 bath,439780348,Cinq,,Ville-Marie,45.49853586069029,-73.57577284287973,Entire home/apt,221,31,12,2023-04-29,1.54,9,356,12,296384
799574058526886859,Loft in Montréal · ★4.11 · 1 bedroom · 1 bed · 1 bath,360933288,Saad,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.494231869182784,-73.62819414374597,Entire home/apt,61,32,18,2023-08-05,2.34,1,357,18,
799599227166736880,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 shared bath,491734836,Kidisho,,Ville-Marie,45.53534427800037,-73.5593362185113,Private room,65,31,0,,,2,357,0,308145
799934925282076593,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,494978137,Martin,,Ville-Marie,45.5213079,-73.5581094,Entire home/apt,90,32,2,2023-07-01,0.52,1,255,2,
800041529930274124,Rental unit in Montréal · ★4.50 · 1 bedroom · 1 bed · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.504425423033524,-73.55365106761973,Entire home/apt,260,31,10,2023-08-28,1.85,11,325,10,"311431, expires: 2024-12-15"
800041791244000721,Rental unit in Montréal · ★4.38 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50257,-73.55432,Entire home/apt,308,31,13,2023-08-20,1.98,11,322,13,"311431, expires: 2024-12-15"
800042093360752380,Rental unit in Montréal · ★4.40 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50455,-73.55293,Entire home/apt,341,31,5,2023-08-14,2.54,11,342,5,"311431, expires: 2024-12-15"
800042182646807461,Rental unit in Montréal · ★4.52 · 3 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50423410771637,-73.55334405452516,Entire home/apt,308,31,25,2023-08-27,4.44,11,322,25,"311431, expires: 2024-12-15"
800042308778592703,Rental unit in Montréal · ★4.60 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50428243419893,-73.55490910739553,Entire home/apt,254,1,5,2023-08-25,1.06,11,350,5,"311431, expires: 2024-12-15"
800042425599169881,Rental unit in Montréal · ★4.90 · 1 bedroom · 1 bed · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50477154563196,-73.55514851915065,Entire home/apt,226,1,20,2023-08-28,3.41,11,325,20,"311431, expires: 2024-12-15"
800042784277485828,Rental unit in Montréal · ★4.78 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50239888045944,-73.55488551731973,Entire home/apt,254,1,9,2023-08-18,1.67,11,355,9,"311431, expires: 2024-12-15"
800042792146946762,Rental unit in Montréal · ★4.81 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50457228972303,-73.55387203605208,Entire home/apt,254,1,21,2023-08-28,3.77,11,338,21,"311431, expires: 2024-12-15"
800042804622221772,Rental unit in Montréal · ★4.45 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50429722023655,-73.55514258101742,Entire home/apt,274,1,11,2023-08-27,2.02,11,341,11,"311431, expires: 2024-12-15"
800042932876854781,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.502761264772396,-73.55366001743641,Entire home/apt,260,31,8,2023-08-20,1.39,11,329,8,"311431, expires: 2024-12-15"
800043069169596787,Rental unit in Montréal · ★4.25 · 2 bedrooms · 2 beds · 1 bath,480740287,Hotel Place-Royale,,Ville-Marie,45.50433264739713,-73.55484149688348,Entire home/apt,254,1,4,2023-08-27,0.71,11,362,4,"311431, expires: 2024-12-15"
800430315971756615,Rental unit in Montréal · ★4.93 · 1 bedroom · 1 bed · 1 bath,140860771,Naz,,Ville-Marie,45.49106793118046,-73.57636350547071,Entire home/apt,113,31,42,2023-08-27,6.18,1,24,42,"257654, expires: 2024-04-01"
800746316017692338,Condo in Montréal · ★4.68 · 3 bedrooms · 4 beds · 1 bath,252195729,Alex,,Le Plateau-Mont-Royal,45.50890543625948,-73.57214618967797,Entire home/apt,312,1,57,2023-08-17,7.37,7,72,57,"134223, expires: 2024-05-10"
800916707647031564,Rental unit in Montréal · 1 bedroom · 1 bed · 2 shared baths,476822863,Dante,,Ville-Marie,45.495970938940076,-73.58167957257358,Private room,55,180,0,,,1,364,0,
801431224900862615,Rental unit in Montréal · ★4.0 · 2 bedrooms · 2 beds · 1 bath,460857316,Alexis,,Ville-Marie,45.51665506513173,-73.56600843350755,Entire home/apt,384,1,3,2023-08-13,1.32,23,51,3,"199555, expires: 2024-07-30"
801540918462569470,Rental unit in Montréal · ★4.89 · 2 bedrooms · 2 beds · 1 bath,483496496,Peter,,Ville-Marie,45.50128040258084,-73.5561057229498,Entire home/apt,253,31,27,2023-07-26,3.88,20,98,27,"312667, expires: 2024-08-25T18:55:00Z"
801634057920011751,Condo in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,29499179,Hitomi,,Ville-Marie,45.51550557748932,-73.55357195732445,Entire home/apt,150,2,4,2023-08-26,0.61,3,4,4,"313612, expires: 2024-05-22"
801649954811090979,Condo in Montréal · 2 bedrooms · 2 beds · 1 bath,277716305,Sandra,,Rosemont-La Petite-Patrie,45.543040117337334,-73.59889874875411,Entire home/apt,66,183,0,,,1,345,0,
801652115738289243,Rental unit in Montréal · ★4.81 · 2 bedrooms · 2 beds · 1 bath,483496496,Peter,,Ville-Marie,45.502167920704046,-73.55772223402157,Entire home/apt,298,2,27,2023-08-10,3.93,20,106,27,"312667, expires: 2024-05-25T18:55:48Z"
802086803685805055,Rental unit in Montréal · ★4.0 · 1 bedroom · 2 beds · 1 bath,329157230,Furnished,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46972178227958,-73.61840427296661,Entire home/apt,81,31,7,2023-07-30,0.96,2,361,7,299955
802120294622782515,Home in Montréal · 3 bedrooms · 3 beds · 2 baths,409303272,Home,,Rivière-des-Prairies-Pointe-aux-Trembles,45.66389579788427,-73.54621707203627,Entire home/apt,250,31,0,,,1,365,0,5144752964
802477886471486410,Rental unit in Montreal · 2 bedrooms · 2 beds · 1 bath,9818417,Andre,,Le Sud-Ouest,45.478331899209465,-73.5910773648783,Entire home/apt,94,31,1,2023-03-20,0.18,16,47,1,
802765202671070697,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 2 baths,347473746,Olivier Et Caroline,,Ville-Marie,45.4958205,-73.5677287,Entire home/apt,210,31,4,2023-09-01,0.66,5,322,4,
802803458101156693,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,38459934,Corporate Stays,,Ville-Marie,45.5065911279306,-73.56504929897251,Entire home/apt,400,31,0,,,132,66,0,
802835198879648836,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,38459934,Corporate Stays,,Ville-Marie,45.50645,-73.56519,Entire home/apt,400,31,0,,,132,88,0,
802836789873361143,Rental unit in Montréal · ★4.48 · 2 bedrooms · 2 beds · 1 bath,460857316,Alexis,,Ville-Marie,45.515289004934296,-73.56483723179045,Entire home/apt,223,1,44,2023-08-11,5.67,23,84,44,"182011, expires: 2024-06-20"
802848323158200696,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,38459934,Corporate Stays,,Ville-Marie,45.50451033569312,-73.5649816184441,Entire home/apt,400,31,0,,,132,88,0,
802864390561127554,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,38459934,Corporate Stays,,Ville-Marie,45.50483711648001,-73.56472738731793,Entire home/apt,400,31,0,,,132,88,0,
